SoundOrthography,Klattbet,Arpabet,List,Contrast,VL_PositionalUnigram,VL_PositionalBigram,uni_prob_adult_SmallCMU,bi_prob_adult_SmallCMU,pos_uni_freq_adult_SmallCMU,pos_bi_freq_adult_SmallCMU,word,word_len,uni_prob,uni_prob_freq_weighted,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed,segmentation
nace,nes,N EY S,High,NewBigram,1.1318,1.0047,-9.334320535,-12.80889427,1.119775598,1.003228397,n e s,3,-9.937844444998117,NA,-Inf,NA,-26.36736350040188,NA,1.010819862175565,NA,1.0109847754866061,NA,1.000257615766085,NA,1.0003503240497462,NA,PearlUtterancesTypizedNoSpaces_RS1
nane,nen,N EY N,High,NewBigram,1.1491,1.0047,-9.116255466,-11.64460203,1.13509224,1.003287307,n e n,3,-9.598454528657559,NA,-Inf,NA,-27.21366295784909,NA,1.0439234881174728,NA,1.044003340399563,NA,1.0003220197076061,NA,1.0004087113913704,NA,PearlUtterancesTypizedNoSpaces_RS1
naud,ncd,N AO D,Low,NewBigram,1.0783,1.0008,-10.54334601,-13.9703452,1.084673888,1.002278288,n c d,3,-10.978335766557404,NA,-Inf,NA,-31.0615089401761,NA,1.0188703548657176,NA,1.0190145821288623,NA,1.0001288078830424,NA,1.0002335493664976,NA,PearlUtterancesTypizedNoSpaces_RS1
naud,ncd,N AO D,Low,NewBigram,1.0783,1.0008,-10.54334601,-13.9703452,1.084673888,1.002278288,n c d,3,-10.978335766557404,NA,-Inf,NA,-31.0615089401761,NA,1.0188703548657176,NA,1.0190145821288623,NA,1.0001288078830424,NA,1.0002335493664976,NA,PearlUtterancesTypizedNoSpaces_RS1
nawd,nWd,N AW D,Low,NewBigram,1.0715,1.0007,-12.13443478,-14.49336114,1.060336187,1.00070555,n W d,3,-11.20705036292107,NA,-Inf,NA,-25.762499335740795,NA,1.0130740001288079,NA,1.013233121346438,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
nawd,nWd,N AW D,Low,NewBigram,1.0715,1.0007,-12.13443478,-14.49336114,1.060336187,1.00070555,n W d,3,-11.20705036292107,NA,-Inf,NA,-25.762499335740795,NA,1.0130740001288079,NA,1.013233121346438,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
nawng,ncG,N AO NG,Low,NewBigram,1.052,1.0012,-12.7399962,-14.29446124,1.064173151,1.002278288,n c G,3,-12.024156460551906,NA,-Inf,NA,-26.957236579252136,NA,1.0103690345849166,NA,1.01053510631464,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
nawng,ncG,N AO NG,Low,NewBigram,1.052,1.0012,-12.7399962,-14.29446124,1.064173151,1.002278288,n c G,3,-12.024156460551906,NA,-Inf,NA,-26.957236579252136,NA,1.0103690345849166,NA,1.01053510631464,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
neen,nin,N IY N,High,NewBigram,1.1517,1.0047,-8.481571783,-11.73275981,1.154015093,1.003698992,n i n,3,-9.188358808191708,NA,-Inf,NA,-25.533520828789726,NA,1.039350808269466,NA,1.0394424102267616,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
pake,pek,P EY K,High,NewBigram,1.1671,1.0046,-10.33505471,-11.72284171,1.164519235,1.003392779,p e k,3,-11.323791715139963,NA,-Inf,NA,-24.733220611821714,NA,1.0213177046435242,NA,1.0214556433481081,NA,1.000257615766085,NA,1.0003503240497462,NA,PearlUtterancesTypizedNoSpaces_RS1
pame,pem,P EY M,High,NewBigram,1.163,1.0042,-10.76214081,-12.04046921,1.159629692,1.003039318,p e m,3,-11.407455651298134,NA,-Inf,NA,-25.48629603533987,NA,1.0204804534037484,NA,1.0206205434573135,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
pape,pep,P EY P,High,NewBigram,1.1507,1.0043,-10.79845765,-12.84049551,1.147258558,1.003216049,p e p,3,-11.840250896472405,NA,-Inf,NA,-25.448204355385904,NA,1.0125587685966382,NA,1.0127192137213334,NA,1.0001932118245636,NA,1.0002919367081218,NA,PearlUtterancesTypizedNoSpaces_RS1
peem,pim,P IY M,Low,NewBigram,1.1656,1.0035,-10.12745713,-11.60041266,1.178552545,1.003811325,p i m,3,-10.997359930832284,NA,-Inf,NA,-24.9711195465487,NA,1.0159077735557416,NA,1.016059613284512,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
perb,pRb,P ER B,Low,NewBigram,1.1194,1.0036,-10.87609732,-11.86954811,1.149397589,1.009915258,p R b,3,-12.564667653187087,NA,-Inf,NA,-24.680101494406365,NA,1.0031557931345398,NA,1.0033403995631784,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
perd,pRd,P ER D,Low,NewBigram,1.1314,1.0035,-10.43614603,-9.596194422,1.154287132,1.009561797,p R d,3,-12.108536343127138,NA,-Inf,NA,-24.706697900333104,NA,1.0088877439299284,NA,1.0090576218924647,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
perv,pRv,P ER V,Low,NewBigram,1.117,1.0039,-11.17544394,-10.01153265,1.148337206,1.010504359,p R v,3,-13.494190130270862,NA,-Inf,NA,-25.59835313170345,NA,1.0023829458362852,NA,1.0025695381255217,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
rame,rem,R EY M,High,NewBigram,1.1287,1.0047,-10.21023604,-11.74727109,1.134252822,1.003679784,r e m,3,-10.587485102047657,NA,-Inf,NA,-25.396772667604708,NA,1.0204804534037484,NA,1.0206205434573135,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
reeg,rig,R IY G,High,NewBigram,1.0998000000000001,1.005,-10.54320859,-12.13527186,1.120598356,1.017650153,r i g,3,-10.485402908427654,NA,-Inf,NA,-24.084043627710045,NA,1.0063759902106009,NA,1.006552322220081,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
rees,ris,R IY S,High,NewBigram,1.1607,1.0062,-8.988833177,-9.859438574,1.178742686,1.020242201,r i s,3,-9.828676359189211,NA,-Inf,NA,-24.717216824017967,NA,1.0062471823275583,NA,1.0064238453138048,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
reet,rit,R IY T,High,NewBigram,1.1479,1.0067,-8.800654531,-9.109319956,1.166018091,1.020772392,r i t,3,-9.144096934522544,NA,-Inf,NA,-24.42205119449423,NA,1.0338764732401622,NA,1.0339821417100274,NA,1.0005796354736909,NA,1.0006422607578678,NA,PearlUtterancesTypizedNoSpaces_RS1
reeze,riz,R IY Z,High,NewBigram,1.102,1.0059,-10.70424211,-9.575569881,1.123543864,1.019063997,r i z,3,-10.54367999152884,NA,-Inf,NA,-23.128567174805582,NA,1.016036581438784,NA,1.016188090190788,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
rep,rEp,R EH P,High,NewBigram,1.1601,1.0114,-9.765580224,-11.23794923,1.178475575,1.014071125,r E p,3,-11.306276078633271,NA,-Inf,NA,-26.725052675550806,NA,1.0098538030527469,NA,1.0100211986895355,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
ridh,rID,R IH DH,High,NewBigram,1.1494,1.0176,-12.93113306,-13.33233869,1.16471898,1.013803243,r I D,3,-9.901848200844132,NA,-Inf,NA,-24.66756727678203,NA,1.0474013009596186,NA,1.0474722168690178,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
rish,rIS,R IH SH,High,NewBigram,1.154,1.0183,-9.802036078,-10.74077738,1.170668906,1.014156704,r I S,3,-11.978470456754685,NA,-Inf,NA,-23.774115293318502,NA,1.045147163006376,NA,1.0452238710091861,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
rith,rIT,R IH TH,High,NewBigram,1.1537,1.0182,-11.22517358,-11.51769765,1.169726344,1.014333434,r I T,3,-11.864699462588263,NA,-Inf,NA,-25.667615687223066,NA,1.0482385521993947,NA,1.0483073167598125,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
rizh,rIZ,R IH ZH,High,NewBigram,1.148,1.0174,-12.35078138,-13.20924948,1.163776417,1.013567602,r I Z,3,-16.570217622410638,NA,-Inf,NA,-25.77201048576093,NA,1.0440522960005152,NA,1.0441318173058391,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
rizz,rIz,R IH Z,High,NewBigram,1.1664,1.0213,-10.17619928,-9.328156645,1.183805872,1.017750223,r I z,3,-10.330158391558921,NA,-Inf,NA,-23.418561651650545,NA,1.059122818316481,NA,1.0591636153401425,NA,1.0144908868422748,NA,1.0132539265487244,NA,PearlUtterancesTypizedNoSpaces_RS1
rull,rxl,R AH L,High,NewBigram,1.166,1.0081,-7.949149736,-7.378025143,1.221294859,1.016974959,r x l,3,-9.590519819467197,NA,-Inf,NA,-24.11842010660834,NA,1.0343917047723319,NA,1.034496049335132,NA,1.0001288078830424,NA,1.0002335493664976,NA,PearlUtterancesTypizedNoSpaces_RS1
seeg,sig,S IY G,Low,NewBigram,1.1521,1.0034,-10.47207733,-12.87117831,1.165473508,1.003268785,s i g,3,-10.523865190111266,NA,-Inf,NA,-24.181700234168467,NA,1.0063759902106009,NA,1.006552322220081,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
seeve,siv,S IY V,High,NewBigram,1.1578,1.0042,-10.28975577,-10.39463427,1.17330856,1.00497718,s i v,3,-11.442816314427352,NA,-Inf,NA,-24.140188694778562,NA,1.0033490049591034,NA,1.0035331149225926,NA,1.0001288078830424,NA,1.0002335493664976,NA,PearlUtterancesTypizedNoSpaces_RS1
serd,sRd,S ER D,Low,NewBigram,1.1494,1.001,-9.813110006,-10.51576697,1.173785415,1.006359468,s R d,3,-11.327028075560275,NA,-Inf,NA,-26.410137177110634,NA,1.0088877439299284,NA,1.0090576218924647,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
serd,sRd,S ER D,Low,NewBigram,1.1494,1.001,-9.813110006,-10.51576697,1.173785415,1.006359468,s R d,3,-11.327028075560275,NA,-Inf,NA,-26.410137177110634,NA,1.0088877439299284,NA,1.0090576218924647,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
serg,sRg,S ER G,Low,NewBigram,1.1293,1.001,-10.73472948,-13.35840131,1.160000437,1.006064917,s R g,3,-11.793730738387913,NA,-Inf,NA,-27.738297756111756,NA,1.0054099310877826,NA,1.0055887454230101,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
serk,sRk,S ER K,Low,NewBigram,1.1649,1.0011,-9.339987145,-11.32741628,1.1974673,1.008126773,s R k,3,-11.402053275383896,NA,-Inf,NA,-26.700162244573036,NA,1.0157789656726992,NA,1.015931136378236,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
serk,sRk,S ER K,Low,NewBigram,1.1649,1.0011,-9.339987145,-11.32741628,1.1974673,1.008126773,s R k,3,-11.402053275383896,NA,-Inf,NA,-26.700162244573036,NA,1.0157789656726992,NA,1.015931136378236,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
serm,sRm,S ER M,Low,NewBigram,1.1608,1.0014,-9.76707325,-11.00724928,1.192577757,1.008480234,s R m,3,-11.485717211542067,NA,-Inf,NA,-26.779508573388348,NA,1.0149417144329234,NA,1.0150960364874413,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
serm,sRm,S ER M,Low,NewBigram,1.1608,1.0014,-9.76707325,-11.00724928,1.192577757,1.008480234,s R m,3,-11.485717211542067,NA,-Inf,NA,-26.779508573388348,NA,1.0149417144329234,NA,1.0150960364874413,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
shudge,SxJ,SH AH JH,Low,NewBigram,1.0627,1.0008,-10.81875179,-10.35751703,1.112583409,1.002461879,S x J,3,-14.438521534965108,NA,-Inf,NA,-25.701374857584565,NA,1.0121723449475106,NA,1.0123337830025052,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
shudge,SxJ,SH AH JH,Low,NewBigram,1.0627,1.0008,-10.81875179,-10.35751703,1.112583409,1.002461879,S x J,3,-14.438521534965108,NA,-Inf,NA,-25.701374857584565,NA,1.0121723449475106,NA,1.0123337830025052,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
shutch,SxC,SH AH CH,Low,NewBigram,1.0599,1.0004,-11.58727711,-12.5115101,1.10569092,1.001637137,S x C,3,-14.25595985330507,NA,-Inf,NA,-23.743849897959873,NA,1.0112062858246924,NA,1.0113702062054346,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
sibe,sYb,S AY B,High,NewBigram,1.1627,1.0043,-11.06181048,-12.64072317,1.164237938,1.00514019,s Y b,3,-11.335602062026755,NA,-Inf,NA,-25.919169578173765,NA,1.0548721581760805,NA,1.0549238774330314,NA,1.0007728472982547,NA,1.0008174227827409,NA,PearlUtterancesTypizedNoSpaces_RS1
sive,sYv,S AY V,High,NewBigram,1.1603,1.0047,-11.36115711,-11.03990018,1.163177556,1.00490455,s Y v,3,-12.26512453911053,NA,-Inf,NA,-26.150799343545827,NA,1.0540993108778258,NA,1.0541530159953747,NA,1.0001932118245636,NA,1.0002919367081218,NA,PearlUtterancesTypizedNoSpaces_RS1
sudge,sxJ,S AH JH,High,NewBigram,1.1554,1.0053,-9.477506061,-9.747074087,1.209027155,1.014164936,s x J,3,-12.075205837429714,NA,-Inf,NA,-25.503264475850838,NA,1.0121723449475106,NA,1.0123337830025052,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
sugg,sxg,S AH G,High,NewBigram,1.1625,1.0055,-9.344077809,-11.0143088,1.213857788,1.015225319,s x g,3,-10.122116906647394,NA,-Inf,NA,-23.946509794862905,NA,1.0162297932633477,NA,1.0163808055502024,NA,1.0001288078830424,NA,1.0002335493664976,NA,PearlUtterancesTypizedNoSpaces_RS1
sush,sxS,S AH SH,High,NewBigram,1.1523,1.005,-9.130948129,-12.68819211,1.20366633,1.013458014,s x S,3,-11.828706054944348,NA,-Inf,NA,-24.338136272764597,NA,1.0119147291814259,NA,1.0120768291899531,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
tace,tes,T EY S,High,NewBigram,1.1525,1.0042,-9.364206958,-11.76074144,1.14305713,1.002937276,t e s,3,-9.592654936672007,NA,-Inf,NA,-24.93555125477647,NA,1.010819862175565,NA,1.0109847754866061,NA,1.000257615766085,NA,1.0003503240497462,NA,PearlUtterancesTypizedNoSpaces_RS1
tem,tEm,T EH M,High,NewBigram,1.1668,1.011,-9.469953482,-10.96676225,1.174084006,1.011532586,t E m,3,-10.227363690475947,NA,-Inf,NA,-25.60981612517923,NA,1.017775487859857,NA,1.0179225284255156,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
tert,tRt,T ER T,Low,NewBigram,1.1195,1.0006,-8.803996773,-10.04322857,1.143782316,1.004981982,t R t,3,-9.767845339816137,NA,-Inf,NA,-25.663706337940475,NA,1.032910414117344,NA,1.0330185649129566,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
tert,tRt,T ER T,Low,NewBigram,1.1195,1.0006,-8.803996773,-10.04322857,1.143782316,1.004981982,t R t,3,-9.767845339816137,NA,-Inf,NA,-25.663706337940475,NA,1.032910414117344,NA,1.0330185649129566,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
theen,Tin,TH IY N,Low,NewBigram,1.1347,1.0039,-11.46402009,-11.78514201,1.139056708,1.003640768,T i n,3,-11.777293427901238,NA,-Inf,NA,-27.02881842322938,NA,1.039350808269466,NA,1.0394424102267616,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
therth,TRT,TH ER TH,Low,NewBigram,1.0232,1.0001,-14.70912054,-14.82065284,1.048988644,1.001285734,T R T,3,-15.636093595887417,NA,-Inf,NA,-25.521877341328697,NA,1.0041862561988795,NA,1.0043682148133872,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
thudge,TxJ,TH AH JH,Low,NewBigram,1.0598,1.0005,-12.2418893,-12.56758977,1.109149383,1.001879637,T x J,3,-14.324750540798686,NA,-Inf,NA,-26.450425896836148,NA,1.0121723449475106,NA,1.0123337830025052,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
thudge,TxJ,TH AH JH,Low,NewBigram,1.0598,1.0005,-12.2418893,-12.56758977,1.109149383,1.001879637,T x J,3,-14.324750540798686,NA,-Inf,NA,-26.450425896836148,NA,1.0121723449475106,NA,1.0123337830025052,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
thush,TxS,TH AH SH,Low,NewBigram,1.0567,1.0002,-11.89533136,-15.50870779,1.103788558,1.001172715,T x S,3,-14.07825075831332,NA,-Inf,NA,-25.285297693749907,NA,1.0119147291814259,NA,1.0120768291899531,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
thush,TxS,TH AH SH,Low,NewBigram,1.0567,1.0002,-11.89533136,-15.50870779,1.103788558,1.001172715,T x S,3,-14.07825075831332,NA,-Inf,NA,-25.285297693749907,NA,1.0119147291814259,NA,1.0120768291899531,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
thutch,TxC,TH AH CH,Low,NewBigram,1.057,1.0001,-13.01041461,-14.72158284,1.102256894,1.001054895,T x C,3,-14.142188859138647,NA,-Inf,NA,-24.492900937211463,NA,1.0112062858246924,NA,1.0113702062054346,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
tice,tYs,T AY S,Low,NewBigram,1.1576,1.0035,-9.80092461,-12.19711144,1.151848978,1.003042062,t Y s,3,-10.004867440889335,NA,-Inf,NA,-26.10025701435915,NA,1.0569974882462807,NA,1.057043746386587,NA,1.0036710246667095,NA,1.003444853155836,NA,PearlUtterancesTypizedNoSpaces_RS1
tull,txl,T AH L,High,NewBigram,1.1604,1.0086,-7.689839834,-8.094516953,1.204532156,1.015461131,t x l,3,-8.944402676484142,NA,-Inf,NA,-23.571521386687078,NA,1.0343917047723319,NA,1.034496049335132,NA,1.0001288078830424,NA,1.0002335493664976,NA,PearlUtterancesTypizedNoSpaces_RS1
vate,vet,V EY T,High,NewBigram,1.1176,1.0042,-10.73626081,-9.365324357,1.106177945,1.004173018,v e t,3,-11.168332610226537,NA,-Inf,NA,-26.10088288996816,NA,1.038449153088169,NA,1.0385430718828288,NA,1.0004508275906485,NA,1.000525486074619,NA,PearlUtterancesTypizedNoSpaces_RS1
veen,vin,V IY N,High,NewBigram,1.1503,1.004,-10.07169071,-11.21250587,1.153142035,1.003582544,v i n,3,-11.103426398086796,NA,-Inf,NA,-26.051675501469866,NA,1.039350808269466,NA,1.0394424102267616,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
vern,vRn,V ER N,Low,NewBigram,1.1275,1.0006,-10.33434285,-10.6198525,1.147668964,1.003861317,v R n,3,-12.373291946363441,NA,-Inf,NA,-23.879281234221516,NA,1.0383847491466478,NA,1.0384788334296908,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
vern,vRn,V ER N,Low,NewBigram,1.1275,1.0006,-10.33434285,-10.6198525,1.147668964,1.003861317,v R n,3,-12.373291946363441,NA,-Inf,NA,-23.879281234221516,NA,1.0383847491466478,NA,1.0384788334296908,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
veydh,veD,V EY DH,Low,NewBigram,1.0547,1.0013,-15.39478217,-15.17779166,1.044616826,1.000932959,v e D,3,-12.139605476518046,NA,-Inf,NA,-26.629577253881394,NA,1.0088877439299284,NA,1.0090576218924647,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
veydh,veD,V EY DH,Low,NewBigram,1.0547,1.0013,-15.39478217,-15.17779166,1.044616826,1.000932959,v e D,3,-12.139605476518046,NA,-Inf,NA,-26.629577253881394,NA,1.0088877439299284,NA,1.0090576218924647,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
vike,vYk,V AY K,High,NewBigram,1.1102,1.0055,-11.52079019,-11.93174149,1.107016922,1.005102546,v Y k,3,-12.530173625344954,NA,-Inf,NA,-26.855996860625943,NA,1.0674953307142399,NA,1.067514614248089,NA,1.0019321182456367,NA,1.0018683949319789,NA,PearlUtterancesTypizedNoSpaces_RS1
vire,vYr,V AY R,High,NewBigram,1.1351,1.0044,-11.43228837,-13.03996088,1.125514713,1.003983253,v Y r,3,-12.226662257426916,NA,-Inf,NA,-29.06420265908881,NA,1.0781219810652414,NA,1.0781139590158668,NA,1.0003220197076061,NA,1.0004087113913704,NA,PearlUtterancesTypizedNoSpaces_RS1
vite,vYt,V AY T,High,NewBigram,1.1227,1.0059,-11.17297846,-10.55579778,1.114969794,1.004159984,v Y t,3,-11.580545114443863,NA,-Inf,NA,-27.880441056660516,NA,1.0846267791588846,NA,1.0846020427828096,NA,1.0008372512397758,NA,1.000875810124365,NA,PearlUtterancesTypizedNoSpaces_RS1
wace,wes,W EY S,High,NewBigram,1.1283,1.0044,-11.84495088,-11.66875579,1.113547788,1.003286621,w e s,3,-10.718737461397817,NA,-Inf,NA,-23.776007953424305,NA,1.010819862175565,NA,1.0109847754866061,NA,1.000257615766085,NA,1.0003503240497462,NA,PearlUtterancesTypizedNoSpaces_RS1
wudge,wxJ,W AH JH,Low,NewBigram,1.0733,1.0007,-11.77007133,-11.96682172,1.117879957,1.001704965,w x J,3,-12.516708937488854,NA,-Inf,NA,-24.112253545487935,NA,1.0121723449475106,NA,1.0123337830025052,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
wush,wxS,W AH SH,Low,NewBigram,1.0702,1.0004,-11.4235134,-14.90793974,1.112519132,1.000998043,w x S,3,-12.270209155003489,NA,-Inf,NA,-22.947125342401694,NA,1.0119147291814259,NA,1.0120768291899531,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
wutch,wxC,W AH CH,Low,NewBigram,1.0705,1.0003,-12.53859665,-14.12081479,1.110987468,1.000880222,w x C,3,-12.334147255828817,NA,-Inf,NA,-22.154728585863246,NA,1.0112062858246924,NA,1.0113702062054346,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yawd,ycd,Y AO D,Low,NewBigram,1.0624,1.0006,-12.7911474,-14.41630115,1.072451083,1.000997357,y c d,3,-11.619208927669108,NA,-Inf,NA,-32.62062730282228,NA,1.0188703548657176,NA,1.0190145821288623,NA,1.0001288078830424,NA,1.0002335493664976,NA,PearlUtterancesTypizedNoSpaces_RS1
yawd,ycd,Y AO D,Low,NewBigram,1.0624,1.0006,-12.7911474,-14.41630115,1.072451083,1.000997357,y c d,3,-11.619208927669108,NA,-Inf,NA,-32.62062730282228,NA,1.0188703548657176,NA,1.0190145821288623,NA,1.0001288078830424,NA,1.0002335493664976,NA,PearlUtterancesTypizedNoSpaces_RS1
yawg,ycg,Y AO G,Low,NewBigram,1.0423,1.0009,-13.71276687,-15.94341019,1.058666105,1.000702806,y c g,3,-12.085911590496746,NA,-Inf,NA,-28.552890186936494,NA,1.0153925420235719,NA,1.0155457056594077,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yawg,ycg,Y AO G,Low,NewBigram,1.0423,1.0009,-13.71276687,-15.94341019,1.058666105,1.000702806,y c g,3,-12.085911590496746,NA,-Inf,NA,-28.552890186936494,NA,1.0153925420235719,NA,1.0155457056594077,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yawg,ycg,Y AO G,Low,NewBigram,1.0423,1.0009,-13.71276687,-15.94341019,1.058666105,1.000702806,y c g,3,-12.085911590496746,NA,-Inf,NA,-28.552890186936494,NA,1.0153925420235719,NA,1.0155457056594077,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yawng,ycG,Y AO NG,Low,NewBigram,1.0361,1.001,-14.9877976,-14.74041719,1.051950347,1.000997357,y c G,3,-12.66502962166361,NA,-Inf,NA,-28.516354941898314,NA,1.0103690345849166,NA,1.01053510631464,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yawng,ycG,Y AO NG,Low,NewBigram,1.0361,1.001,-14.9877976,-14.74041719,1.051950347,1.000997357,y c G,3,-12.66502962166361,NA,-Inf,NA,-28.516354941898314,NA,1.0103690345849166,NA,1.01053510631464,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yerch,yRC,Y ER CH,Low,NewBigram,1.0249,1.0001,-13.66641937,-14.20406072,1.051135123,1.001406298,y R C,3,-13.86574123228134,NA,-Inf,NA,-25.311474269273834,NA,1.0003864236491273,NA,1.0005781460782424,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yerg,yRg,Y ER G,Low,NewBigram,1.0348,1.0001,-12.7644658,-15.28573138,1.062858245,1.001465208,y R g,3,-12.09521398315906,NA,-Inf,NA,-26.42919471782119,NA,1.0054099310877826,NA,1.0055887454230101,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yerth,yRT,Y ER TH,Low,NewBigram,1.0243,1.0001,-13.97447363,-14.58587146,1.051724224,1.001052837,y R T,3,-13.68803213728959,NA,-Inf,NA,-25.64857040110089,NA,1.0041862561988795,NA,1.0043682148133872,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yerv,yRv,Y ER V,Low,NewBigram,1.0405,1.0005,-12.58214424,-12.85843527,1.070693297,1.002702321,y R v,3,-13.014165107475145,NA,-Inf,NA,-25.99268937019042,NA,1.0023829458362852,NA,1.0025695381255217,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yerv,yRv,Y ER V,Low,NewBigram,1.0405,1.0005,-12.58214424,-12.85843527,1.070693297,1.002702321,y R v,3,-13.014165107475145,NA,-Inf,NA,-25.99268937019042,NA,1.0023829458362852,NA,1.0025695381255217,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yudghe,yxJ,Y AH JH,Low,NewBigram,1.0609,1.0005,-11.50724239,-11.27080584,1.111884963,1.001588516,y x J,3,-12.37668908220086,NA,-Inf,NA,-26.560776245982293,NA,1.0121723449475106,NA,1.0123337830025052,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yudghe,yxJ,Y AH JH,Low,NewBigram,1.0609,1.0005,-11.50724239,-11.27080584,1.111884963,1.001588516,y x J,3,-12.37668908220086,NA,-Inf,NA,-26.560776245982293,NA,1.0121723449475106,NA,1.0123337830025052,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
