SoundOrthography,Klattbet,Arpabet,List,Contrast,VL_PositionalUnigram,VL_PositionalBigram,uni_prob_adult_SmallCMU,bi_prob_adult_SmallCMU,pos_uni_freq_adult_SmallCMU,pos_bi_freq_adult_SmallCMU,word,word_len,uni_prob,uni_prob_freq_weighted,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed,segmentation
yush,yxS,Y AH SH,Low,NewBigram,1.0578,1.0002,-11.16068445,-14.21192386,1.106524138,1.000881594,y x S,3,-12.130189299715495,NA,-Inf,NA,-25.395648042896052,NA,1.0119147291814259,NA,1.0120768291899531,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yush,yxS,Y AH SH,Low,NewBigram,1.0578,1.0002,-11.16068445,-14.21192386,1.106524138,1.000881594,y x S,3,-12.130189299715495,NA,-Inf,NA,-25.395648042896052,NA,1.0119147291814259,NA,1.0120768291899531,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yutch,yxC,Y AH CH,Low,NewBigram,1.0581,1.0001,-12.2757677,-13.42479892,1.104992474,1.000763774,y x C,3,-12.194127400540822,NA,-Inf,NA,-24.603251286357604,NA,1.0112062858246924,NA,1.0113702062054346,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
boin,bOn,B OY N,High,OldBigram,1.1507,1.001,-13.10382925,-11.32926014,1.144922058,1.001290536,b O n,3,-13.411218331195244,NA,-Inf,NA,-26.124096725674818,NA,1.0386423649127328,NA,1.0387357872422431,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
boir,bOr,B OY R,Low,OldBigram,1.133,1.0003,-13.39302557,-16.56903849,1.12742574,1.000465793,b O r,3,-13.712145965852187,NA,-Inf,NA,-28.30915834300333,NA,1.0266632317897857,NA,1.0267874349585662,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
bois,bOs,B OY S,High,OldBigram,1.1334,1.001,-13.32189432,-12.36086594,1.129605416,1.001054895,b O s,3,-13.7506082475358,NA,-Inf,NA,-26.324949164170405,NA,1.005538738970825,NA,1.0057172223292863,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
bun,bUn,B UH N,High,OldBigram,1.1575,1.0017,-12.79950786,-13.67836524,1.147367473,1.001165169,b U n,3,-11.254927162785275,NA,-Inf,NA,-30.29570040379506,NA,1.0383847491466478,NA,1.0384788334296908,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
boor,bur,B UW R,High,OldBigram,1.1517,1.0012,-11.25177575,-15.22013166,1.147105507,1.001458348,b u r,3,-10.603873132606662,NA,-Inf,NA,-24.90607841066746,NA,1.0275004830295615,NA,1.0276225348493608,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
bus,bUs,B UH S,High,OldBigram,1.1402,1.0014,-13.01757293,-12.91821158,1.132050831,1.00128299,b U s,3,-11.594317079125831,NA,-Inf,NA,-29.95755634155796,NA,1.00528112320474,NA,1.005460268516734,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
baur,bWr,B AW R,High,OldBigram,1.1393,1.0008,-12.86358239,-14.58709595,1.131326759,1.000993241,b W r,3,-11.964109307637962,NA,-Inf,NA,-28.992027366351937,NA,1.0305918722225802,NA,1.0307059805999872,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
cheidh,CeD,CH EY DH,Low,OldBigram,1.0412,1.0007,-16.4790573,-17.11755502,1.032510429,1.000641838,C e D,3,-12.99118160132424,NA,-Inf,NA,-25.150728964891968,NA,1.0088877439299284,NA,1.0090576218924647,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
cheidh,CeD,CH EY DH,Low,OldBigram,1.0412,1.0007,-16.4790573,-17.11755502,1.032510429,1.000641838,C e D,3,-12.99118160132424,NA,-Inf,NA,-25.150728964891968,NA,1.0088877439299284,NA,1.0090576218924647,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
cheedh,CiD,CH IY DH,Low,OldBigram,1.0438,1.0009,-15.84437362,-16.15276112,1.051433282,1.000818568,C i D,3,-12.581085880858389,NA,-Inf,NA,-24.560797014889985,NA,1.0043150640819216,NA,1.0044966917196634,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
cheedh,CiD,CH IY DH,Low,OldBigram,1.0438,1.0009,-15.84437362,-16.15276112,1.051433282,1.000818568,C i D,3,-12.581085880858389,NA,-Inf,NA,-24.560797014889985,NA,1.0043150640819216,NA,1.0044966917196634,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
cheedh,CiD,CH IY DH,Low,OldBigram,1.0438,1.0009,-15.84437362,-16.15276112,1.051433282,1.000818568,C i D,3,-12.581085880858389,NA,-Inf,NA,-24.560797014889985,NA,1.0043150640819216,NA,1.0044966917196634,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
choib,COb,CH OY B,Low,OldBigram,1.0383,1.0001,-15.7782233,-18.8799189,1.038566171,1.000058224,C O b,3,-16.17786204589652,NA,-Inf,NA,-27.87767851103721,NA,1.0034134089006248,NA,1.0035973533757307,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
choig,COg,CH OY G,Low,OldBigram,1.0302,1.0001,-16.25989148,-18.50715632,1.029670737,1.000058224,C O g,3,-16.188433398664213,NA,-Inf,NA,-28.65565190440728,NA,1.0056675468538676,NA,1.0058456992355624,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
choiv,COv,CH OY V,Low,OldBigram,1.0359,1.0001,-16.07756993,-17.30107482,1.037505788,1.000058224,C O v,3,-17.107384522980297,NA,-Inf,NA,-29.35858083996487,NA,1.0026405616023701,NA,1.002826491938074,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
choodh,CuD,CH UW DH,Low,OldBigram,1.0341,1.0003,-17.03460896,-15.27171735,1.033209119,1.000175358,C u D,3,-12.710127457805086,NA,-Inf,NA,-24.647016705980146,NA,1.0044438719649642,NA,1.0046251686259395,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
choosh,CuS,CH UW SH,Low,OldBigram,1.0387,1.0002,-13.90551197,-12.9738497,1.039159046,1.000293179,C u S,3,-14.78674971371564,NA,-Inf,NA,-24.080137917987564,NA,1.0021897340117216,NA,1.0023768227661078,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
choosh,CuS,CH UW SH,Low,OldBigram,1.0387,1.0002,-13.90551197,-12.9738497,1.039159046,1.000293179,C u S,3,-14.78674971371564,NA,-Inf,NA,-24.080137917987564,NA,1.0021897340117216,NA,1.0023768227661078,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
chooth,CuT,CH UW TH,High,OldBigram,1.0384,1.0008,-15.32864948,-13.39748422,1.038216483,1.000528819,C u T,3,-14.672978719549217,NA,-Inf,NA,-23.58781197068633,NA,1.0052811232047403,NA,1.0054602685167342,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
chooth,CuT,CH UW TH,High,OldBigram,1.0384,1.0008,-15.32864948,-13.39748422,1.038216483,1.000528819,C u T,3,-14.672978719549217,NA,-Inf,NA,-23.58781197068633,NA,1.0052811232047403,NA,1.0054602685167342,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
dheitch,DeC,DH EY CH,Low,OldBigram,1.0401,1.0004,-16.4790573,-18.21101531,1.030235251,1.000176044,D e C,3,-12.99118160132424,NA,-Inf,NA,-24.49154887693101,NA,1.0059251626199524,NA,1.0061026530481145,NA,1.0001288078830424,NA,1.0002335493664976,NA,PearlUtterancesTypizedNoSpaces_RS1
dheidh,DeD,DH EY DH,Low,OldBigram,1.0352,1.0003,-18.49307104,-19.21656637,1.025816989,1.000176044,D e D,3,-10.850621244588357,NA,-Inf,NA,-25.30197921810569,NA,1.0088877439299284,NA,1.0090576218924647,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
dheidge,DeJ,DH EY JH,Low,OldBigram,1.0429,1.0009,-15.71053198,-16.79099142,1.03712774,1.000706236,D e J,3,-13.173743282984276,NA,-Inf,NA,-22.963793337683004,NA,1.0068912217427706,NA,1.0070662298451851,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
dheish,DeS,DH EY SH,Low,OldBigram,1.0398,1.0007,-15.36397405,-14.58200801,1.031766915,1.000588416,D e S,3,-12.92724350049891,NA,-Inf,NA,-24.06706942430761,NA,1.0066336059766858,NA,1.006809276032633,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
dheetch,DiC,DH IY CH,Low,OldBigram,1.0427,1.0008,-15.84437362,-16.74016907,1.049158104,1.000469909,D i C,3,-12.581085880858389,NA,-Inf,NA,-25.349674884076116,NA,1.0013524827719456,NA,1.0015417228753132,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
dheetch,DiC,DH IY CH,Low,OldBigram,1.0427,1.0008,-15.84437362,-16.74016907,1.049158104,1.000469909,D i C,3,-12.581085880858389,NA,-Inf,NA,-25.349674884076116,NA,1.0013524827719456,NA,1.0015417228753132,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
dheetch,DiC,DH IY CH,Low,OldBigram,1.0427,1.0008,-15.84437362,-16.74016907,1.049158104,1.000469909,D i C,3,-12.581085880858389,NA,-Inf,NA,-25.349674884076116,NA,1.0013524827719456,NA,1.0015417228753132,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
dheedh,DiD,DH IY DH,Low,OldBigram,1.0378,1.0005,-17.85838735,-18.05110177,1.044739842,1.000410999,D i D,3,-10.440525524122506,NA,-Inf,NA,-26.338173924291198,NA,1.0043150640819216,NA,1.0044966917196634,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
dheedh,DiD,DH IY DH,Low,OldBigram,1.0378,1.0005,-17.85838735,-18.05110177,1.044739842,1.000410999,D i D,3,-10.440525524122506,NA,-Inf,NA,-26.338173924291198,NA,1.0043150640819216,NA,1.0044966917196634,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
dheedh,DiD,DH IY DH,Low,OldBigram,1.0378,1.0005,-17.85838735,-18.05110177,1.044739842,1.000410999,D i D,3,-10.440525524122506,NA,-Inf,NA,-26.338173924291198,NA,1.0043150640819216,NA,1.0044966917196634,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
dheesh,DiS,DH IY SH,Low,OldBigram,1.0424,1.0004,-14.72929037,-17.44782984,1.050689768,1.000234269,D i S,3,-12.51714778003306,NA,-Inf,NA,-25.873987926231408,NA,1.002060926128679,NA,1.0022483458598317,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
dheesh,DiS,DH IY SH,Low,OldBigram,1.0424,1.0004,-14.72929037,-17.44782984,1.050689768,1.000234269,D i S,3,-12.51714778003306,NA,-Inf,NA,-25.873987926231408,NA,1.002060926128679,NA,1.0022483458598317,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
dheeth,DiT,DH IY TH,Low,OldBigram,1.0421,1.0006,-16.15242787,-16.91653583,1.049747206,1.000469909,D i T,3,-12.403376785866637,NA,-Inf,NA,-25.237668676506484,NA,1.0051523153216977,NA,1.005331791610458,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
dheeth,DiT,DH IY TH,Low,OldBigram,1.0421,1.0006,-16.15242787,-16.91653583,1.049747206,1.000469909,D i T,3,-12.403376785866637,NA,-Inf,NA,-25.237668676506484,NA,1.0051523153216977,NA,1.005331791610458,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
door,dur,D UW R,High,OldBigram,1.1523,1.0017,-10.81182446,-14.9032064,1.159735738,1.001633021,d u r,3,-10.147741822546713,NA,-Inf,NA,-23.97837843854493,NA,1.0275004830295615,NA,1.0276225348493608,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
dhautch,DWC,DH AW CH,Low,OldBigram,1.0206,1.0004,-18.6464156,-15.921188,1.015155193,1.000293865,D W C,3,-14.070363632836388,NA,-Inf,NA,-27.91344446750721,NA,1.0045726798480068,NA,1.0047536455322157,NA,1.0001288078830424,NA,1.0002335493664976,NA,PearlUtterancesTypizedNoSpaces_RS1
dhaudh,DWD,DH AW DH,Low,OldBigram,1.0157,1.0001,-20.66042934,-18.56434785,1.010736931,1.000058224,D W D,3,-11.929803276100508,NA,-Inf,NA,-29.71162450453819,NA,1.0075352611579829,NA,1.007708614376566,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
dhauth,DWT,DH AW TH,Low,OldBigram,1.02,1.0006,-18.95446986,-16.8907854,1.015744294,1.000176044,D W T,3,-13.892654537844638,NA,-Inf,NA,-26.43482788908372,NA,1.008372512397759,NA,1.0085437142673606,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
fun,fUn,F UH N,High,OldBigram,1.1529,1.0012,-12.99765424,-14.27215719,1.142885778,1.000582928,f U n,3,-11.835540427055161,NA,-Inf,NA,-30.498993191877197,NA,1.0383847491466478,NA,1.0384788334296908,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
foor,fur,F UW R,High,OldBigram,1.1471,1.0003,-11.44992212,-16.79475286,1.142623812,1.000410313,f u r,3,-11.184486396876547,NA,-Inf,NA,-25.780202948877516,NA,1.0275004830295615,NA,1.0276225348493608,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
fus,fUs,F UH S,High,OldBigram,1.1356,1.0009,-13.21571931,-13.51200353,1.127569136,1.000700748,f U s,3,-12.174930343395719,NA,-Inf,NA,-30.1608491296401,NA,1.00528112320474,NA,1.005460268516734,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
faur,fWr,F AW R,Low,OldBigram,1.1347,1.0008,-13.06172877,-14.5567336,1.126845064,1.000760344,f W r,3,-12.54472257190785,NA,-Inf,NA,-29.979513116011887,NA,1.0305918722225802,NA,1.0307059805999872,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
furr,fxr,F AH R,High,OldBigram,1.1672,1.003,-9.131687259,-15.9715148,1.209232255,1.003554418,f x r,3,-10.65369653646598,NA,-Inf,NA,-25.238740343386294,NA,1.0372254781992658,NA,1.0373225412732061,NA,1.0001932118245636,NA,1.0002919367081218,NA,PearlUtterancesTypizedNoSpaces_RS1
gun,gUn,G UH N,High,OldBigram,1.1323,1.0009,-13.28117604,-15.56842437,1.123562107,1.000175358,g U n,3,-11.265498515552963,NA,-Inf,NA,-30.128030853278446,NA,1.0383847491466478,NA,1.0384788334296908,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
gush,gUS,G UH SH,High,OldBigram,1.0439,1.0007,-14.84048684,-15.35702803,1.039909677,1.000469909,g U S,3,-13.968204129428916,NA,-Inf,NA,-23.753800373680686,NA,1.0010948670058608,NA,1.0012847690627609,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
guth,gUT,G UH TH,Low,OldBigram,1.0436,1.0004,-16.26362435,-16.36617906,1.038967114,1.000116448,g U T,3,-13.854433135262493,NA,-Inf,NA,-27.57638612439058,NA,1.0041862561988795,NA,1.0043682148133872,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
gautch,gWC,G AW CH,High,OldBigram,1.0437,1.0005,-15.7304483,-14.08373914,1.039833617,1.000526761,g W C,3,-14.440396740449987,NA,-Inf,NA,-28.526814012471387,NA,1.0045726798480068,NA,1.0047536455322157,NA,1.0001288078830424,NA,1.0002335493664976,NA,PearlUtterancesTypizedNoSpaces_RS1
gaudh,gWD,G AW DH,Low,OldBigram,1.0388,1.0002,-17.74446204,-16.72689899,1.035415354,1.000291121,g W D,3,-12.299836383714105,NA,-Inf,NA,-30.324994049502365,NA,1.0075352611579829,NA,1.007708614376566,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
gauth,gWT,G AW TH,Low,OldBigram,1.0431,1.0007,-16.03850256,-15.05333655,1.040422718,1.000408941,g W T,3,-14.262687645458236,NA,-Inf,NA,-27.0481974340479,NA,1.008372512397759,NA,1.0085437142673606,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
gurr,gxr,G AH R,High,OldBigram,1.1466,1.0017,-9.415209065,-16.2651097,1.189908583,1.002681055,g x r,3,-10.083654624963781,NA,-Inf,NA,-24.73844108332454,NA,1.0372254781992658,NA,1.0373225412732061,NA,1.0001932118245636,NA,1.0002919367081218,NA,PearlUtterancesTypizedNoSpaces_RS1
hun,hUn,HH UH N,High,OldBigram,1.1457,1.0009,-14.09626653,-13.93786534,1.127927394,1.000466479,h U n,3,-11.474789954059023,NA,-Inf,NA,-33.745683704928275,NA,1.0383847491466478,NA,1.0384788334296908,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
hoor,hur,HH UW R,High,OldBigram,1.1399,1.001,-12.54853441,-15.29470942,1.127665428,1.000992555,h u r,3,-10.82373592388041,NA,-Inf,NA,-25.24376146956847,NA,1.0275004830295615,NA,1.0276225348493608,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
hus,hUs,HH UH S,Low,OldBigram,1.1284,1.0006,-14.31433159,-13.17771167,1.112610752,1.0005843,h U s,3,-11.81417987039958,NA,-Inf,NA,-33.40753964269118,NA,1.00528112320474,NA,1.005460268516734,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
haur,hWr,HH AW R,Low,OldBigram,1.1275,1.0013,-14.16034106,-14.4636038,1.11188668,1.00070212,h W r,3,-12.18397209891171,NA,-Inf,NA,-28.389921722111488,NA,1.0305918722225802,NA,1.0307059805999872,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
joib,JOb,JH OY B,High,OldBigram,1.0432,1.0004,-15.00969798,-16.63054103,1.046831115,1.000465793,J O b,3,-16.360423727556558,NA,-Inf,NA,-26.451705666099137,NA,1.0034134089006248,NA,1.0035973533757307,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
jurr,Jxr,JH AH R,Low,OldBigram,1.1344,1.0012,-9.548637317,-16.4019976,1.180188544,1.002157038,J x r,3,-12.0367435557461,NA,-Inf,NA,-23.48023280981795,NA,1.0372254781992658,NA,1.0373225412732061,NA,1.0001932118245636,NA,1.0002919367081218,NA,PearlUtterancesTypizedNoSpaces_RS1
keng,kEG,K EH NG,Low,OldBigram,1.1773,1.0014,-12.06045216,-13.91609942,1.190783012,1.003033144,k E G,3,-12.064123759389748,NA,-Inf,NA,-29.421791519973596,NA,1.003220197076061,NA,1.0034046380163166,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
kesh,kES,K EH SH,High,OldBigram,1.1733,1.0013,-10.57229175,-13.11571108,1.187307312,1.002797504,k E S,3,-13.191594876519838,NA,-Inf,NA,-28.5069370540555,NA,1.0039286404327945,NA,1.0041112610008351,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
keeb,kib,K IY B,High,OldBigram,1.1505,1.0013,-10.15004223,-14.77333879,1.168723171,1.001465208,k i b,3,-10.778342923578002,NA,-Inf,NA,-25.1963018118036,NA,1.004121852257358,NA,1.0043039763602493,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
keetch,kiC,K IY CH,Low,OldBigram,1.1325,1.0012,-11.53366398,-13.41275845,1.148104615,1.000993927,k i C,3,-12.559441525467971,NA,-Inf,NA,-24.29907534690886,NA,1.0013524827719456,NA,1.0015417228753132,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
keedh,kiD,K IY DH,Low,OldBigram,1.1276,1.0009,-13.54767772,-14.72369116,1.143686353,1.000935017,k i D,3,-10.418881168732089,NA,-Inf,NA,-25.287574387123943,NA,1.0043150640819216,NA,1.0044966917196634,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
keer,kir,K IY R,High,OldBigram,1.2029,1.0006,-9.148466256,-14.87111356,1.215792391,1.001111747,k i r,3,-10.093725445423635,NA,-Inf,NA,-24.33225738873584,NA,1.027371675146519,NA,1.0274940579430847,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
koof,kuf,K UW F,High,OldBigram,1.1345,1.0011,-11.53842395,-14.3767217,1.147965871,1.001639195,k u f,3,-11.487997764794585,NA,-Inf,NA,-26.83067548752541,NA,1.0048302956140915,NA,1.0050105993447678,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
kum,kUm,K UH M,Low,OldBigram,1.1523,1.0007,-12.69121797,-15.55706909,1.156946541,1.000350717,k U m,3,-11.5619239912821,NA,-Inf,NA,-29.317502694364286,NA,1.0149417144329234,NA,1.0150960364874413,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
kun,kUn,K UH N,Low,OldBigram,1.199,1.001,-11.88643371,-15.35939646,1.197830194,1.000291807,k U n,3,-10.873821052548948,NA,-Inf,NA,-31.388850666683197,NA,1.0383847491466478,NA,1.0384788334296908,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
kup,kUp,K UH P,High,OldBigram,1.14,1.0008,-12.72753481,-17.37972177,1.144575407,1.000232897,k U p,3,-11.994719236456369,NA,-Inf,NA,-28.664872938884884,NA,1.0070200296258132,NA,1.0071947067514613,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
koor,kur,K UW R,High,OldBigram,1.1932,1.0007,-10.3387016,-15.32994618,1.197568228,1.001109003,k u r,3,-10.222767022370332,NA,-Inf,NA,-26.805181986502173,NA,1.0275004830295615,NA,1.0276225348493608,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
lun,lUn,L UH N,Low,OldBigram,1.1404,1.0008,-11.81511671,-15.69681387,1.129789917,1.000233583,l U n,3,-10.772363710056378,NA,-Inf,NA,-30.276271932621476,NA,1.0383847491466478,NA,1.0384788334296908,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
lerl,lRl,L ER L,Low,OldBigram,1.1168,1.0002,-9.356986227,-12.65517951,1.138626612,1.00135219,l R l,3,-11.464187676633184,NA,-Inf,NA,-26.780470615383685,NA,1.023571842596767,NA,1.0237039892079398,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
maul,mWl,M AW L,High,OldBigram,1.1406,1.0013,-12.39477918,-12.43492783,1.131806801,1.001170657,m W l,3,-11.868721158985275,NA,-Inf,NA,-26.20378861173564,NA,1.0277580987956463,NA,1.0278794886619131,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
maur,mWr,M AW R,Low,OldBigram,1.1453,1.0011,-12.37759435,-14.8609274,1.135459231,1.000935017,m W r,3,-11.666667133559805,NA,-Inf,NA,-29.156446072229848,NA,1.0305918722225802,NA,1.0307059805999872,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
maut,mWt,M AW T,High,OldBigram,1.1329,1.0014,-12.11828445,-11.79949357,1.124914312,1.001170657,m W t,3,-11.020549990576752,NA,-Inf,NA,-24.5712551502977,NA,1.0370966703162234,NA,1.03719406436693,NA,1.0007728472982547,NA,1.0008174227827409,NA,PearlUtterancesTypizedNoSpaces_RS1
non,ncn,N AO N,High,OldBigram,1.1364,1.0017,-9.692524998,-13.26920936,1.144349882,1.003397581,n c n,3,-10.448921963806043,NA,-Inf,NA,-29.14642486919795,NA,1.048367360082437,NA,1.0484357936660884,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
nautch,nWC,N AW CH,High,OldBigram,1.0415,1.0006,-13.95800782,-15.4433946,1.034828087,1.000352089,n W C,3,-13.444280274870987,NA,-Inf,NA,-24.59769494126125,NA,1.0045726798480068,NA,1.0047536455322157,NA,1.0001288078830424,NA,1.0002335493664976,NA,PearlUtterancesTypizedNoSpaces_RS1
nautch,nWC,N AW CH,High,OldBigram,1.0415,1.0006,-13.95800782,-15.4433946,1.034828087,1.000352089,n W C,3,-13.444280274870987,NA,-Inf,NA,-24.59769494126125,NA,1.0045726798480068,NA,1.0047536455322157,NA,1.0001288078830424,NA,1.0002335493664976,NA,PearlUtterancesTypizedNoSpaces_RS1
naudh,nWD,N AW DH,Low,OldBigram,1.0366,1.0003,-15.97202156,-18.08655445,1.030409825,1.000116448,n W D,3,-11.303719918135107,NA,-Inf,NA,-26.395874978292227,NA,1.0075352611579829,NA,1.007708614376566,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
nurr,nxr,N AH R,Low,OldBigram,1.1444,1.0016,-7.642768586,-17.02872349,1.184903054,1.002389935,n x r,3,-9.087538159384781,NA,-Inf,NA,-25.009352269426557,NA,1.0372254781992658,NA,1.0373225412732061,NA,1.0001932118245636,NA,1.0002919367081218,NA,PearlUtterancesTypizedNoSpaces_RS1
pok,pck,P AO K,Low,OldBigram,1.1544,1.0016,-10.91132424,-11.88984768,1.173776877,1.003564708,p c k,3,-12.174259150288446,NA,-Inf,NA,-26.873152597155908,NA,1.0257615766084884,NA,1.0258880966146335,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
pop,pcp,P AO P,High,OldBigram,1.138,1.0007,-11.37472719,-13.46703381,1.1565162,1.002622145,p c p,3,-12.690718331620886,NA,-Inf,NA,-31.496292229358517,NA,1.0170026405616024,NA,1.0171516669878589,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
pos,pcs,P AO S,High,OldBigram,1.1797,1.0017,-10.75169116,-10.70054108,1.194454344,1.003977079,p c s,3,-11.90921006405402,NA,-Inf,NA,-28.1295532560941,NA,1.0152637341405293,NA,1.0154172287531316,NA,1.0001932118245636,NA,1.0002919367081218,NA,PearlUtterancesTypizedNoSpaces_RS1
poil,pOl,P OY L,High,OldBigram,1.1615,1.001,-12.9605392,-11.06686144,1.160383519,1.001112433,p O l,3,-14.049553062373768,NA,-Inf,NA,-28.085465333219112,NA,1.0238294583628518,NA,1.0239609430204921,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
poim,pOm,P OY M,High,OldBigram,1.1372,1.0005,-13.4589423,-14.81754784,1.140648615,1.000582242,p O m,3,-14.234674341024506,NA,-Inf,NA,-30.673967624171617,NA,1.0151993301990083,NA,1.0153529902999936,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
