SoundOrthography,Klattbet,Arpabet,List,Contrast,VL_PositionalUnigram,VL_PositionalBigram,uni_prob_adult_SmallCMU,bi_prob_adult_SmallCMU,pos_uni_freq_adult_SmallCMU,pos_bi_freq_adult_SmallCMU,word,word_len,uni_prob,uni_prob_freq_weighted,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed,segmentation
chooth,CuT,CH UW TH,High,OldBigram,1.0384,1.0008,-15.32864948,-13.39748422,1.038216483,1.000528819,C u T,3,-14.48233421,NA,-12.54079461,NA,-13.00898686,NA,1.056486136,NA,1.056741393,NA,1.002218897,NA,1.001925531,NA,PearlWordTypes_RS1
chooth,CuT,CH UW TH,High,OldBigram,1.0384,1.0008,-15.32864948,-13.39748422,1.038216483,1.000528819,C u T,3,-14.48233421,NA,-12.54079461,NA,-13.00898686,NA,1.056486136,NA,1.056741393,NA,1.002218897,NA,1.001925531,NA,PearlWordTypes_RS1
dheitch,DeC,DH EY CH,Low,OldBigram,1.0401,1.0004,-16.4790573,-18.21101531,1.030235251,1.000176044,D e C,3,-14.60673402,NA,-13.68408342,NA,-14.10645518,NA,1.072981751,NA,1.07303535,NA,1.001880475,NA,1.001701942,NA,PearlWordTypes_RS1
dheidh,DeD,DH EY DH,Low,OldBigram,1.0352,1.0003,-18.49307104,-19.21656637,1.025816989,1.000176044,D e D,3,-15.78538902,NA,#NAME?,NA,-17.25465605,NA,1.064537451,NA,1.064696671,NA,1.001555694,NA,1.001484551,NA,PearlWordTypes_RS1
dheidge,DeJ,DH EY JH,Low,OldBigram,1.0429,1.0009,-15.71053198,-16.79099142,1.03712774,1.000706236,D e J,3,-14.9744588,NA,-13.09321508,NA,-13.80833823,NA,1.065511793,NA,1.065658826,NA,1.002854817,NA,1.002354116,NA,PearlWordTypes_RS1
dheish,DeS,DH EY SH,Low,OldBigram,1.0398,1.0007,-15.36397405,-14.58200801,1.031766915,1.000588416,D e S,3,-14.38667213,NA,-12.28228487,NA,-12.96054129,NA,1.073306532,NA,1.073356068,NA,1.001555694,NA,1.001484551,NA,PearlWordTypes_RS1
dheetch,DiC,DH IY CH,Low,OldBigram,1.0427,1.0008,-15.84437362,-16.74016907,1.049158104,1.000469909,D i C,3,-13.72890957,NA,-14.09190424,NA,-14.51129936,NA,1.074848583,NA,1.074879801,NA,1.002895743,NA,1.00237271,NA,PearlWordTypes_RS1
dheetch,DiC,DH IY CH,Low,OldBigram,1.0427,1.0008,-15.84437362,-16.74016907,1.049158104,1.000469909,D i C,3,-13.72890957,NA,-14.09190424,NA,-14.51129936,NA,1.074848583,NA,1.074879801,NA,1.002895743,NA,1.00237271,NA,PearlWordTypes_RS1
dheetch,DiC,DH IY CH,Low,OldBigram,1.0427,1.0008,-15.84437362,-16.74016907,1.049158104,1.000469909,D i C,3,-13.72890957,NA,-14.09190424,NA,-14.51129936,NA,1.074848583,NA,1.074879801,NA,1.002895743,NA,1.00237271,NA,PearlWordTypes_RS1
dheedh,DiD,DH IY DH,Low,OldBigram,1.0378,1.0005,-17.85838735,-18.05110177,1.044739842,1.000410999,D i D,3,-14.90756456,NA,-17.3598144,NA,-17.37181816,NA,1.066404283,NA,1.066541122,NA,1.000947058,NA,1.001068362,NA,PearlWordTypes_RS1
dheedh,DiD,DH IY DH,Low,OldBigram,1.0378,1.0005,-17.85838735,-18.05110177,1.044739842,1.000410999,D i D,3,-14.90756456,NA,-17.3598144,NA,-17.37181816,NA,1.066404283,NA,1.066541122,NA,1.000947058,NA,1.001068362,NA,PearlWordTypes_RS1
dheedh,DiD,DH IY DH,Low,OldBigram,1.0378,1.0005,-17.85838735,-18.05110177,1.044739842,1.000410999,D i D,3,-14.90756456,NA,-17.3598144,NA,-17.37181816,NA,1.066404283,NA,1.066541122,NA,1.000947058,NA,1.001068362,NA,PearlWordTypes_RS1
dheesh,DiS,DH IY SH,Low,OldBigram,1.0424,1.0004,-14.72929037,-17.44782984,1.050689768,1.000234269,D i S,3,-13.50884768,NA,-15.58047745,NA,-15.66797056,NA,1.075173364,NA,1.075200519,NA,1.000622278,NA,1.000850971,NA,PearlWordTypes_RS1
dheesh,DiS,DH IY SH,Low,OldBigram,1.0424,1.0004,-14.72929037,-17.44782984,1.050689768,1.000234269,D i S,3,-13.50884768,NA,-15.58047745,NA,-15.66797056,NA,1.075173364,NA,1.075200519,NA,1.000622278,NA,1.000850971,NA,PearlWordTypes_RS1
dheeth,DiT,DH IY TH,Low,OldBigram,1.0421,1.0006,-16.15242787,-16.91653583,1.049747206,1.000469909,D i T,3,-14.3917514,NA,-14.29210862,NA,-14.85171277,NA,1.068028187,NA,1.068144714,NA,1.00159662,NA,1.001503145,NA,PearlWordTypes_RS1
dheeth,DiT,DH IY TH,Low,OldBigram,1.0421,1.0006,-16.15242787,-16.91653583,1.049747206,1.000469909,D i T,3,-14.3917514,NA,-14.29210862,NA,-14.85171277,NA,1.068028187,NA,1.068144714,NA,1.00159662,NA,1.001503145,NA,PearlWordTypes_RS1
door,dur,D UW R,High,OldBigram,1.1523,1.0017,-10.81182446,-14.9032064,1.159735738,1.001633021,d u r,3,-10.48115288,NA,-15.18911628,NA,-14.63846986,NA,1.167063613,NA,1.16595697,NA,1.002191613,NA,1.001913135,NA,PearlWordTypes_RS1
dhautch,DWC,DH AW CH,Low,OldBigram,1.0206,1.0004,-18.6464156,-15.921188,1.015155193,1.000293865,D W C,3,-15.88014903,NA,-13.32695913,NA,-13.67352126,NA,1.03284485,NA,1.033379647,NA,1.000649562,NA,1.000863367,NA,PearlWordTypes_RS1
dhaudh,DWD,DH AW DH,Low,OldBigram,1.0157,1.0001,-20.66042934,-18.56434785,1.010736931,1.000058224,D W D,3,-17.05880403,NA,-17.0003344,NA,-16.63940057,NA,1.02440055,NA,1.025040969,NA,1.000324781,NA,1.000645976,NA,PearlWordTypes_RS1
dhauth,DWT,DH AW TH,Low,OldBigram,1.02,1.0006,-18.95446986,-16.8907854,1.015744294,1.000176044,D W T,3,-16.54299086,NA,-14.62577581,NA,-14.67891098,NA,1.026024453,NA,1.026644561,NA,1.000324781,NA,1.000645976,NA,PearlWordTypes_RS1
fun,fUn,F UH N,High,OldBigram,1.1529,1.0012,-12.99765424,-14.27215719,1.142885778,1.000582928,f U n,3,-12.05630398,NA,#NAME?,NA,-13.355011,NA,1.163839527,NA,1.162765243,NA,1.001555694,NA,1.001484551,NA,PearlWordTypes_RS1
foor,fur,F UW R,High,OldBigram,1.1471,1.0003,-11.44992212,-16.79475286,1.142623812,1.000410313,f u r,3,-11.24054944,NA,-15.01866312,NA,-14.44448289,NA,1.165512744,NA,1.164424638,NA,1.001258197,NA,1.001279556,NA,PearlWordTypes_RS1
fus,fUs,F UH S,High,OldBigram,1.1356,1.0009,-13.21571931,-13.51200353,1.127569136,1.000700748,f U s,3,-11.93135246,NA,#NAME?,NA,-13.213846,NA,1.138181846,NA,1.137428489,NA,1.001555694,NA,1.001484551,NA,PearlWordTypes_RS1
faur,fWr,F AW R,Low,OldBigram,1.1347,1.0008,-13.06172877,-14.5567336,1.126845064,1.000760344,f W r,3,-12.1225511,NA,#NAME?,NA,-14.96700456,NA,1.144666447,NA,1.143828266,NA,1.000622278,NA,1.000850971,NA,PearlWordTypes_RS1
furr,fxr,F AH R,High,OldBigram,1.1672,1.003,-9.131687259,-15.9715148,1.209232255,1.003554418,f x r,3,-9.82334249,NA,-10.70739499,NA,-10.86610118,NA,1.226807081,NA,1.224984122,NA,1.005371211,NA,1.004056058,NA,PearlWordTypes_RS1
gun,gUn,G UH N,High,OldBigram,1.1323,1.0009,-13.28117604,-15.56842437,1.123562107,1.000175358,g U n,3,-12.28632041,NA,#NAME?,NA,-13.4585973,NA,1.144608758,NA,1.143764324,NA,1.000933416,NA,1.001062164,NA,PearlWordTypes_RS1
gush,gUS,G UH SH,High,OldBigram,1.0439,1.0007,-14.84048684,-15.35702803,1.039909677,1.000469909,g U S,3,-13.92495748,NA,-11.09399228,NA,-11.53986713,NA,1.067310934,NA,1.067433343,NA,1.00255732,NA,1.002149121,NA,PearlWordTypes_RS1
guth,gUT,G UH TH,Low,OldBigram,1.0436,1.0004,-16.26362435,-16.36617906,1.038967114,1.000116448,g U T,3,-14.8078612,NA,#NAME?,NA,-13.65034874,NA,1.060165757,NA,1.060377538,NA,1.000933416,NA,1.001062164,NA,PearlWordTypes_RS1
gautch,gWC,G AW CH,High,OldBigram,1.0437,1.0005,-15.7304483,-14.08373914,1.039833617,1.000526761,g W C,3,-14.12229111,NA,-13.36581694,NA,-13.22020013,NA,1.059829961,NA,1.060042228,NA,1.0009607,NA,1.00107456,NA,PearlWordTypes_RS1
gaudh,gWD,G AW DH,Low,OldBigram,1.0388,1.0002,-17.74446204,-16.72689899,1.035415354,1.000291121,g W D,3,-15.30094611,NA,-17.03919221,NA,-16.18607945,NA,1.051385661,NA,1.051703549,NA,1.00063592,NA,1.000857169,NA,PearlWordTypes_RS1
gauth,gWT,G AW TH,Low,OldBigram,1.0431,1.0007,-16.03850256,-15.05333655,1.040422718,1.000408941,g W T,3,-14.78513295,NA,-14.66463361,NA,-14.22558985,NA,1.053009565,NA,1.053307141,NA,1.00063592,NA,1.000857169,NA,PearlWordTypes_RS1
gurr,gxr,G AH R,High,OldBigram,1.1466,1.0017,-9.415209065,-16.2651097,1.189908583,1.002681055,g x r,3,-10.05335892,NA,-11.08100429,NA,-11.2619885,NA,1.207576312,NA,1.205983202,NA,1.004126656,NA,1.003211285,NA,PearlWordTypes_RS1
hun,hUn,HH UH N,High,OldBigram,1.1457,1.0009,-14.09626653,-13.93786534,1.127927394,1.000466479,h U n,3,-12.60315907,NA,#NAME?,NA,-13.19379526,NA,1.157946227,NA,1.156942381,NA,1.000933416,NA,1.001062164,NA,PearlWordTypes_RS1
hoor,hur,HH UW R,High,OldBigram,1.1399,1.001,-12.54853441,-15.29470942,1.127665428,1.000992555,h u r,3,-11.78740453,NA,-14.87950778,NA,-14.32408915,NA,1.159619444,NA,1.158601776,NA,1.001258197,NA,1.001279556,NA,PearlWordTypes_RS1
hus,hUs,HH UH S,Low,OldBigram,1.1284,1.0006,-14.31433159,-13.17771167,1.112610752,1.0005843,h U s,3,-12.47820755,NA,#NAME?,NA,-13.05263026,NA,1.132288546,NA,1.131605627,NA,1.000933416,NA,1.001062164,NA,PearlWordTypes_RS1
haur,hWr,HH AW R,Low,OldBigram,1.1275,1.0013,-14.16034106,-14.4636038,1.11188668,1.00070212,h W r,3,-12.66940619,NA,#NAME?,NA,-13.7761694,NA,1.138773146,NA,1.138005403,NA,1.000933416,NA,1.001062164,NA,PearlWordTypes_RS1
joib,JOb,JH OY B,High,OldBigram,1.0432,1.0004,-15.00969798,-16.63054103,1.046831115,1.000465793,J O b,3,-15.06662926,NA,-14.08723439,NA,-14.45139149,NA,1.042617749,NA,1.043029944,NA,1.00063592,NA,1.000857169,NA,PearlWordTypes_RS1
jurr,Jxr,JH AH R,Low,OldBigram,1.1344,1.0012,-9.548637317,-16.4019976,1.180188544,1.002157038,J x r,3,-11.00028662,NA,-11.6098924,NA,-11.95569499,NA,1.188655717,NA,1.187288749,NA,1.004437795,NA,1.003422478,NA,PearlWordTypes_RS1
keng,kEG,K EH NG,Low,OldBigram,1.1773,1.0014,-12.06045216,-13.91609942,1.190783012,1.003033144,k E G,3,-10.46950418,NA,-12.16710809,NA,-12.02234118,NA,1.150792928,NA,1.149913206,NA,1.001569336,NA,1.001490749,NA,PearlWordTypes_RS1
kesh,kES,K EH SH,High,OldBigram,1.1733,1.0013,-10.57229175,-13.11571108,1.187307312,1.002797504,k E S,3,-11.33515118,NA,-13.11383985,NA,-13.1314336,NA,1.145271655,NA,1.144460993,NA,1.001244555,NA,1.001273358,NA,PearlWordTypes_RS1
keeb,kib,K IY B,High,OldBigram,1.1505,1.0013,-10.15004223,-14.77333879,1.168723171,1.001465208,k i b,3,-9.540140999,NA,-13.33008613,NA,-13.29908454,NA,1.156300559,NA,1.155352109,NA,1.002813891,NA,1.002335522,NA,PearlWordTypes_RS1
keetch,kiC,K IY CH,Low,OldBigram,1.1325,1.0012,-11.53366398,-13.41275845,1.148104615,1.000993927,k i C,3,-10.8124911,NA,-11.24875703,NA,-11.460217,NA,1.145258013,NA,1.144447683,NA,1.004762576,NA,1.00363987,NA,PearlWordTypes_RS1
keedh,kiD,K IY DH,Low,OldBigram,1.1276,1.0009,-13.54767772,-14.72369116,1.143686353,1.000935017,k i D,3,-11.9911461,NA,-14.51666719,NA,-14.32073579,NA,1.136813713,NA,1.136109005,NA,1.002813891,NA,1.002335522,NA,PearlWordTypes_RS1
keer,kir,K IY R,High,OldBigram,1.2029,1.0006,-9.148466256,-14.87111356,1.215792391,1.001111747,k i r,3,-9.04276752,NA,-11.03371469,NA,-11.12580566,NA,1.210863729,NA,1.209232802,NA,1.008010383,NA,1.005813783,NA,PearlWordTypes_RS1
koof,kuf,K UW F,High,OldBigram,1.1345,1.0011,-11.53842395,-14.3767217,1.147965871,1.001639195,k u f,3,-11.27250955,NA,#NAME?,NA,-14.8331573,NA,1.128322726,NA,1.127713241,NA,1.000622278,NA,1.000850971,NA,PearlWordTypes_RS1
kum,kUm,K UH M,Low,OldBigram,1.1523,1.0007,-12.69121797,-15.55706909,1.156946541,1.000350717,k U m,3,-11.68020716,NA,-13.52832314,NA,-13.20804977,NA,1.15198241,NA,1.151069882,NA,1.002502752,NA,1.002124329,NA,PearlWordTypes_RS1
kun,kUn,K UH N,Low,OldBigram,1.199,1.001,-11.88643371,-15.35939646,1.197830194,1.000291807,k U n,3,-11.12775986,NA,#NAME?,NA,-13.54071538,NA,1.188033075,NA,1.186669626,NA,1.002177971,NA,1.001906937,NA,PearlWordTypes_RS1
kup,kUp,K UH P,High,OldBigram,1.14,1.0008,-12.72753481,-17.37972177,1.144575407,1.000232897,k U p,3,-11.53322497,NA,-12.60301035,NA,-12.67728994,NA,1.142563767,NA,1.141769049,NA,1.003152314,NA,1.002559111,NA,PearlWordTypes_RS1
koor,kur,K UW R,High,OldBigram,1.1932,1.0007,-10.3387016,-15.32994618,1.197568228,1.001109003,k u r,3,-10.31200533,NA,-14.8726925,NA,-14.33008268,NA,1.189706293,NA,1.188329021,NA,1.000947058,NA,1.001068362,NA,PearlWordTypes_RS1
lun,lUn,L UH N,Low,OldBigram,1.1404,1.0008,-11.81511671,-15.69681387,1.129789917,1.000233583,l U n,3,-11.04221551,NA,#NAME?,NA,-14.25623198,NA,1.152052927,NA,1.151119519,NA,1.002177971,NA,1.001906937,NA,PearlWordTypes_RS1
lerl,lRl,L ER L,Low,OldBigram,1.1168,1.0002,-9.356986227,-12.65517951,1.138626612,1.00135219,l R l,3,-9.605978546,NA,-12.33092662,NA,-12.37104824,NA,1.139452059,NA,1.138679332,NA,1.002909385,NA,1.002378908,NA,PearlWordTypes_RS1
maul,mWl,M AW L,High,OldBigram,1.1406,1.0013,-12.39477918,-12.43492783,1.131806801,1.001170657,m W l,3,-11.57193456,NA,-11.90030055,NA,-12.04350403,NA,1.135689442,NA,1.134962166,NA,1.002841175,NA,1.002347918,NA,PearlWordTypes_RS1
maur,mWr,M AW R,Low,OldBigram,1.1453,1.0011,-12.37759435,-14.8609274,1.135459231,1.000935017,m W r,3,-11.6255188,NA,#NAME?,NA,-14.4833635,NA,1.142185057,NA,1.141376534,NA,1.001866833,NA,1.001695744,NA,PearlWordTypes_RS1
maut,mWt,M AW T,High,OldBigram,1.1329,1.0014,-12.11828445,-11.79949357,1.124914312,1.001170657,m W t,3,-11.34507122,NA,-10.50295465,NA,-10.76734346,NA,1.141210715,NA,1.140414379,NA,1.002191613,NA,1.001913135,NA,PearlWordTypes_RS1
non,ncn,N AO N,High,OldBigram,1.1364,1.0017,-9.692524998,-13.26920936,1.144349882,1.003397581,n c n,3,-10.1644648,NA,-14.30281577,NA,-14.05023358,NA,1.154888883,NA,1.153921053,NA,1.002259823,NA,1.001944126,NA,PearlWordTypes_RS1
nautch,nWC,N AW CH,High,OldBigram,1.0415,1.0006,-13.95800782,-15.4433946,1.034828087,1.000352089,n W C,3,-12.84279508,NA,-14.77615257,NA,-14.5170125,NA,1.055797703,NA,1.056058164,NA,1.0009607,NA,1.00107456,NA,PearlWordTypes_RS1
nautch,nWC,N AW CH,High,OldBigram,1.0415,1.0006,-13.95800782,-15.4433946,1.034828087,1.000352089,n W C,3,-12.84279508,NA,-14.77615257,NA,-14.5170125,NA,1.055797703,NA,1.056058164,NA,1.0009607,NA,1.00107456,NA,PearlWordTypes_RS1
naudh,nWD,N AW DH,Low,OldBigram,1.0366,1.0003,-15.97202156,-18.08655445,1.030409825,1.000116448,n W D,3,-14.02145008,NA,-18.44952784,NA,-17.48289181,NA,1.047353403,NA,1.047719485,NA,1.00063592,NA,1.000857169,NA,PearlWordTypes_RS1
nurr,nxr,N AH R,Low,OldBigram,1.1444,1.0016,-7.642768586,-17.02872349,1.184903054,1.002389935,n x r,3,-8.77386289,NA,-12.13851854,NA,-12.21705157,NA,1.203544054,NA,1.201999139,NA,1.005060072,NA,1.003844865,NA,PearlWordTypes_RS1
pok,pck,P AO K,Low,OldBigram,1.1544,1.0016,-10.91132424,-11.88984768,1.173776877,1.003564708,p c k,3,-10.69086539,NA,-12.23892554,NA,-12.24369315,NA,1.173626437,NA,1.172444581,NA,1.003870085,NA,1.003024884,NA,PearlWordTypes_RS1
pop,pcp,P AO P,High,OldBigram,1.138,1.0007,-11.37472719,-13.46703381,1.1565162,1.002622145,p c p,3,-10.97539502,NA,#NAME?,NA,-15.06337025,NA,1.146020071,NA,1.145183516,NA,1.000622278,NA,1.000850971,NA,PearlWordTypes_RS1
pos,pcs,P AO S,High,OldBigram,1.1797,1.0017,-10.75169116,-10.70054108,1.194454344,1.003977079,p c s,3,-10.44497839,NA,-11.68832776,NA,-11.69128614,NA,1.165831698,NA,1.164747339,NA,1.002895743,NA,1.00237271,NA,PearlWordTypes_RS1
poil,pOl,P OY L,High,OldBigram,1.1615,1.001,-12.9605392,-11.06686144,1.160383519,1.001112433,p O l,3,-12.69471291,NA,-11.53045729,NA,-12.01781653,NA,1.142174137,NA,1.141369698,NA,1.001894117,NA,1.00170814,NA,PearlWordTypes_RS1
poim,pOm,P OY M,High,OldBigram,1.1372,1.0005,-13.4589423,-14.81754784,1.140648615,1.000582242,p O m,3,-13.21176908,NA,#NAME?,NA,-13.40411089,NA,1.124635975,NA,1.124050904,NA,1.001244555,NA,1.001273358,NA,PearlWordTypes_RS1
poin,pOn,P OY N,High,OldBigram,1.1839,1.0012,-12.65415805,-10.81321273,1.181532267,1.001406984,p O n,3,-12.65932178,NA,-10.54241305,NA,-11.25186985,NA,1.160686641,NA,1.159650647,NA,1.002543678,NA,1.002142923,NA,PearlWordTypes_RS1
poir,pOr,P OY R,Low,OldBigram,1.1662,1.0005,-12.94335437,-16.05299108,1.164035949,1.000582242,p O r,3,-12.74829716,NA,#NAME?,NA,-13.94685038,NA,1.148669753,NA,1.147784066,NA,1.001244555,NA,1.001273358,NA,PearlWordTypes_RS1
pois,pOs,P OY S,High,OldBigram,1.1666,1.0012,-12.87222312,-11.84481853,1.166215625,1.001171343,p O s,3,-12.53437026,NA,-10.91623737,NA,-11.51616996,NA,1.13502896,NA,1.134313893,NA,1.001894117,NA,1.00170814,NA,PearlWordTypes_RS1
poit,pOt,P OY T,High,OldBigram,1.1538,1.0006,-12.68404447,-12.33477772,1.15349103,1.000700062,p O t,3,-12.46784958,NA,#NAME?,NA,-12.62872562,NA,1.14769541,NA,1.146821911,NA,1.001244555,NA,1.001273358,NA,PearlWordTypes_RS1
pook,puk,P UW K,High,OldBigram,1.16,1.0012,-10.89060637,-13.58036067,1.165217925,1.001173401,p u k,3,-10.62849506,NA,-12.4458771,NA,-12.38563112,NA,1.173004159,NA,1.171829764,NA,1.003760949,NA,1.0029753,NA,PearlWordTypes_RS1
pum,pUm,P UH M,High,OldBigram,1.144,1.0011,-13.15462091,-14.0839093,1.14309403,1.00081651,p U m,3,-11.96473679,NA,-13.04059197,NA,-12.77462773,NA,1.14112633,NA,1.140343557,NA,1.00312503,NA,1.002546715,NA,PearlWordTypes_RS1
pun,pUn,P UH N,High,OldBigram,1.1907,1.0014,-12.34983666,-13.88623667,1.183977682,1.0007576,p U n,3,-11.41228949,NA,#NAME?,NA,-13.10729333,NA,1.177176996,NA,1.1759433,NA,1.002800249,NA,1.002329324,NA,PearlWordTypes_RS1
pup,pUp,P UH P,High,OldBigram,1.1317,1.0012,-13.19093775,-15.90656198,1.130722896,1.00069869,p U p,3,-11.8177546,NA,-12.11527918,NA,-12.24386789,NA,1.131707688,NA,1.131042723,NA,1.003774591,NA,1.002981498,NA,PearlWordTypes_RS1
pus,pUs,P UH S,High,OldBigram,1.1734,1.0011,-12.56790173,-13.12608301,1.16866104,1.00087542,p U s,3,-11.28733797,NA,#NAME?,NA,-12.96612834,NA,1.151519315,NA,1.150606546,NA,1.002800249,NA,1.002329324,NA,PearlWordTypes_RS1
poov,puv,P UW V,Low,OldBigram,1.1301,1.0006,-12.10302714,-13.31955532,1.135586114,1.00081994,p u v,3,-12.3211381,NA,-11.12127277,NA,-11.40056145,NA,1.121688797,NA,1.121156255,NA,1.005060072,NA,1.003844865,NA,PearlWordTypes_RS1
run,rUn,R UH N,High,OldBigram,1.1564,1.0007,-11.79793189,-15.25262624,1.158600812,1.000350031,r U n,3,-11.09579975,NA,#NAME?,NA,-14.77132752,NA,1.148330842,NA,1.147441921,NA,1.000622278,NA,1.000850971,NA,PearlWordTypes_RS1
raur,rWr,R AW R,Low,OldBigram,1.1382,1.0007,-11.86200642,-14.44336363,1.142560098,1.000585672,r W r,3,-11.16204687,NA,#NAME?,NA,-15.10238724,NA,1.129157762,NA,1.128504944,NA,1.000622278,NA,1.000850971,NA,PearlWordTypes_RS1
shog,Scg,SH AO G,High,OldBigram,1.0441,1.0009,-13.02427628,-16.53004704,1.059364551,1.000819254,S c g,3,-13.0825979,NA,-14.30677531,NA,-14.04645193,NA,1.072668676,NA,1.07272219,NA,1.002259823,NA,1.001944126,NA,PearlWordTypes_RS1
shog,Scg,SH AO G,High,OldBigram,1.0441,1.0009,-13.02427628,-16.53004704,1.059364551,1.000819254,S c g,3,-13.0825979,NA,-14.30677531,NA,-14.04645193,NA,1.072668676,NA,1.07272219,NA,1.002259823,NA,1.001944126,NA,PearlWordTypes_RS1
sop,scp,S AO P,High,OldBigram,1.156,1.0012,-10.75169116,-14.32387615,1.176014483,1.00198168,s c p,3,-10.44497839,NA,#NAME?,NA,-13.78032092,NA,1.202781858,NA,1.201266875,NA,1.003111388,NA,1.002540517,NA,PearlWordTypes_RS1
sug,sUg,S UH G,High,OldBigram,1.1305,1.0005,-13.49924111,-17.42890501,1.130014993,1.000176044,s U g,3,-12.16136889,NA,-14.58919149,NA,-14.15613638,NA,1.164435697,NA,1.16339292,NA,1.000974342,NA,1.001080758,NA,PearlWordTypes_RS1
shug,SUg,SH UH G,High,OldBigram,1.0378,1.0007,-14.84048684,-16.84693949,1.033571247,1.000350717,S U g,3,-13.92495748,NA,-13.05895062,NA,-13.32759332,NA,1.058356293,NA,1.058581397,NA,1.002841175,NA,1.002347918,NA,PearlWordTypes_RS1
suk,sUk,S UH K,High,OldBigram,1.1661,1.0013,-12.10449878,-14.70911121,1.167481856,1.000706236,s U k,3,-11.00280834,NA,-12.2092111,NA,-11.9433496,NA,1.21607584,NA,1.214387147,NA,1.005846054,NA,1.004341628,NA,PearlWordTypes_RS1
sum,sUm,S UH M,High,OldBigram,1.162,1.0005,-12.53158489,-16.57698775,1.162592313,1.000176044,s U m,3,-11.43432016,NA,-15.24910092,NA,-14.3594773,NA,1.197888117,NA,1.196426916,NA,1.000324781,NA,1.000645976,NA,PearlWordTypes_RS1
sun,sUn,S UH N,High,OldBigram,1.2087,1.0008,-11.72680063,-16.37931513,1.203475965,1.000117134,s U n,3,-10.88187286,NA,#NAME?,NA,-14.69214291,NA,1.233938783,NA,1.232026659,NA,1,1,1.000428585,1,PearlWordTypes_RS1
sup,sUp,S UH P,High,OldBigram,1.1497,1.0006,-12.56790173,-18.39964043,1.150221179,1.000058224,s U p,3,-11.28733797,NA,-14.32378813,NA,-13.82871746,NA,1.188469474,NA,1.187126082,NA,1.000974342,NA,1.001080758,NA,PearlWordTypes_RS1
sus,sUs,S UH S,High,OldBigram,1.1914,1.0005,-11.9448657,-15.61916146,1.188159323,1.000234955,s U s,3,-10.75692133,NA,#NAME?,NA,-14.55097791,NA,1.208281102,NA,1.206689905,NA,1,1,1.000428585,1,PearlWordTypes_RS1
shooth,SuT,SH UW TH,High,OldBigram,1.0392,1.0008,-14.21356623,-15.88452583,1.039671579,1.000528819,S u T,3,-14.26227232,NA,-12.43395371,NA,-12.89167541,NA,1.057106483,NA,1.057354326,NA,1.002841175,NA,1.002347918,NA,PearlWordTypes_RS1
shooth,SuT,SH UW TH,High,OldBigram,1.0392,1.0008,-14.21356623,-15.88452583,1.039671579,1.000528819,S u T,3,-14.26227232,NA,-12.43395371,NA,-12.89167541,NA,1.057106483,NA,1.057354326,NA,1.002841175,NA,1.002347918,NA,PearlWordTypes_RS1
saul,sWl,S AW L,High,OldBigram,1.1858,1.0011,-11.80805999,-12.97497662,1.183782821,1.000879536,s W l,3,-10.89453573,NA,-12.52382014,NA,-12.47798264,NA,1.208270087,NA,1.206675313,NA,1.001907759,NA,1.001714338,NA,PearlWordTypes_RS1
saut,sWt,S AW T,High,OldBigram,1.1781,1.0012,-11.53156526,-12.33954237,1.176890332,1.000879536,s W t,3,-10.6676724,NA,-11.12647424,NA,-11.20182207,NA,1.21379136,NA,1.212127526,NA,1.001258197,NA,1.001279556,NA,PearlWordTypes_RS1
shurr,Sxr,SH AH R,High,OldBigram,1.1303,1.0015,-9.202079385,-15.7259066,1.173378696,1.001283676,S x r,3,-10.41249996,NA,-12.29425989,NA,-12.47792127,NA,1.190826933,NA,1.189434015,NA,1.002882101,NA,1.002366512,NA,PearlWordTypes_RS1
thog,Tcg,TH AO G,High,OldBigram,1.0412,1.001,-14.44741378,-15.24209822,1.055930525,1.00076103,T c g,3,-13.96550162,NA,-13.34976362,NA,-13.60854404,NA,1.065224507,NA,1.065366995,NA,1.002570962,NA,1.002155319,NA,PearlWordTypes_RS1
thog,Tcg,TH AO G,High,OldBigram,1.0412,1.001,-14.44741378,-15.24209822,1.055930525,1.00076103,T c g,3,-13.96550162,NA,-13.34976362,NA,-13.60854404,NA,1.065224507,NA,1.065366995,NA,1.002570962,NA,1.002155319,NA,PearlWordTypes_RS1
theedh,TiD,TH IY DH,Low,OldBigram,1.0417,1.0012,-16.15242787,-15.5500441,1.049454352,1.001284362,T i D,3,-14.3917514,NA,-17.08239692,NA,-17.00337473,NA,1.069195847,NA,1.06929932,NA,1.000324781,NA,1.000645976,NA,PearlWordTypes_RS1
toin,tOn,T OY N,High,OldBigram,1.144,1.0009,-11.84294338,-13.23502069,1.139392695,1.001057639,t O n,3,-12.06238447,NA,-11.47791009,NA,-12.11533545,NA,1.153552646,NA,1.152601919,NA,1.002543678,NA,1.002142923,NA,PearlWordTypes_RS1
tun,tUn,T UH N,High,OldBigram,1.1508,1.001,-11.53862199,-15.49711442,1.141838109,1.000408255,t U n,3,-10.81535218,NA,#NAME?,NA,-14.39457317,NA,1.170043001,NA,1.168894572,NA,1.001244555,NA,1.001273358,NA,PearlWordTypes_RS1
